Artist Name,Followers,Image URL,bio,key
Evanescence,5263927,https://i.scdn.co/image/ab6761610000e5eb7ecf213c7dd78e0049379c5b,"Evanescence is an American rock band founded in 1994 by singer and keyboardist Amy Lee and guitarist Ben Moody in Little Rock, Arkansas. After releasing independent EPs as a duo in the late '90s and a demo CD, Evanescence released their debut studio album, Fallen, on Wind-up Records in 2003. Propelled by the success of hit singles like ""Bring Me to Life"" and ""My Immortal"", Fallen sold more than four million copies in the US by January 2004, garnering Evanescence two Grammy Awards out of six nomi... (wikipedia)",evanescence
Fall Out Boy,11175695,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,"Fall Out Boy is an American rock band formed in Wilmette, Illinois, a suburb of Chicago, in 2001. The band consists of lead vocalist and rhythm guitarist Patrick Stump, bassist Pete Wentz, lead guitarist Joe Trohman, and drummer Andy Hurley. The band originated from Chicago's hardcore punk scene and was formed by Wentz and Trohman as a pop-punk side project; Stump joined shortly thereafter. The group went through a succession of drummers before Hurley joined. Their debut album, Take This to Your... (wikipedia)",falloutboy
Fatin Shidqia,281,,"Fatin Shidqia Lubis (born 30 July 1996), better known as Fatin Shidqia or Fatin, is an Indonesian singer who won the first season of X Factor Indonesia in May 2013. Fatin currently stands as the most successful winner of X Factor Indonesia in history. She was signed to record label Sony Music Entertainment Indonesia.
After winning The X Factor, Fatin released her winner's single ""Aku Memilih Setia"", which debuted at number one on iTunes Indonesia. Fatin also released her debut album titled For Y... (wikipedia)",fatinshidqia
Feby Putri,3858960,https://i.scdn.co/image/ab6761610000e5eb4f758d9f221784a05343389e,No Wikipedia page found for Feby Putri... (wikipedia),febyputri
Fleetwood Mac,12852719,https://i.scdn.co/image/ab6761610000e5ebc8752dd511cda8c31e9daee8,"Fleetwood Mac are a British-American rock band formed in London in 1967 by guitarist and singer Peter Green. Green named the band by combining the surnames of drummer Mick Fleetwood and bassist John McVie, who have remained with the band throughout its many line-up changes. Fleetwood Mac have sold more than 120 million records worldwide, making them one of the world's best-selling bands.
Primarily a British blues band in their early years, Fleetwood Mac achieved a UK number-one single in 1968 wi... (wikipedia)",fleetwoodmac
Foo Fighters,12455882,https://i.scdn.co/image/ab6761610000e5ebc884df599abc793c116cdf15,"The Foo Fighters are an American rock band formed in Seattle in 1994. Initially founded as a one-man project by former Nirvana drummer Dave Grohl, the band comprises vocalist/guitarist Grohl, bassist Nate Mendel, guitarist Pat Smear, guitarist Chris Shiflett, and keyboardist Rami Jaffee. Guitarist Franz Stahl and drummers William Goldsmith, Taylor Hawkins, and Josh Freese are former members.
Grohl created the Foo Fighters to release solo material after Nirvana broke up in 1994, and recorded thei... (wikipedia)",foofighters
Frank Sinatra,7899593,https://i.scdn.co/image/fc4e0f474fb4c4cb83617aa884dc9fd9822d4411,"Francis Albert Sinatra (; December 12, 1915 – May 14, 1998) was an American singer and actor. Nicknamed the ""Chairman of the Board"" and ""Ol' Blue Eyes"", he is regarded as one of the most popular entertainers of the 20th century. Sinatra is among the world's best-selling music artists, with an estimated 150 million record sales globally.
Born to Italian immigrants in Hoboken, New Jersey, Sinatra began his musical career in the swing era and was influenced by the easy-listening vocal style of Bing... (wikipedia)",franksinatra
GOT7,6648010,https://i.scdn.co/image/ab6761610000e5ebd90aa536055fe9806b3960e6,"Got7 (Korean: 갓세븐; RR: Gatsebeun; stylized in all caps) is a South Korean boy band formed by JYP Entertainment. The group is composed of seven members: Jay B, Mark, Jackson, Jinyoung, Youngjae, BamBam, and Yugyeom. Got7 debuted in January 2014 with the release of their first EP Got It?, which peaked at number two on the Gaon Album Chart and number one on Billboard's World Albums Chart. The group gained attention also for their live performances, which often include elements of martial arts trick... (wikipedia)",got7
Geisha,1308723,https://i.scdn.co/image/ab6761610000e5eb19a949dbbbc98909cd682ff3,"Geisha (芸者), also known as geiko (芸子, in Kyoto and Kanazawa) or geigi (芸妓), are female Japanese performing artists and entertainers trained in traditional Japanese performing arts styles, such as dance, music and singing, as well as being proficient conversationalists and hosts. Their distinct appearance is characterised by long, trailing kimono, traditional hairstyles and oshiroi make-up. Geisha entertain at parties known as ozashiki, often for the entertainment of wealthy clientele, as well as... (wikipedia)",geisha
Gigi,853406,https://i.scdn.co/image/ab6761610000e5eb53f1f1715ff25d80a9743256,Gigi may refer to:... (wikipedia),gigi
Girls' Generation,2697369,https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa,"Girls' Generation (Korean: 소녀시대; RR: Sonyeo Sidae), also known as SNSD, is a South Korean girl group formed by SM Entertainment. The group is composed of eight members: Taeyeon, Sunny, Tiffany, Hyoyeon, Yuri, Sooyoung, Yoona, and Seohyun. Originally a nine-piece ensemble, member Jessica departed from the group in September 2014. Among the most known South Korean figures and successful K-pop groups worldwide, Girls' Generation has earned numerous accolades and the honorific nickname ""The Nation's... (wikipedia)",girls'generation
Gita Gutawa,562282,https://i.scdn.co/image/ab6761610000e5eba4fd94663608e354175b2dff,"Aluna Sagita Gutawa (born 11 August 1993), better known as Gita Gutawa, is an Indonesian singer. She is also the daughter of composer Erwin Gutawa.
Although she originally studied piano, Gita Gutawa later switched to vocals. She was discovered in 2004 while practising her vocals and then booked to sing a duet with ADA Band. After Heaven of Love (2005), featuring the duet, sold 800,000 copies, Gutawa was approached by Sony Music Indonesia with an offer to record a solo album. The success of that... (wikipedia)",gitagutawa
Glenn Fredly,3136827,https://i.scdn.co/image/ab6761610000e5ebf6284a310a10b07852e358cd,"Glenn Fredly Deviano Latuihamallo (30 September 1975 – 8 April 2020) was an Indonesian R&B singer and songwriter as well as producer and actor. Entering the music industry after winning a singing contest in 1995, he released more than 10 albums. He produced new talented artists like female vocalist Yura and male soloist Gilbert Pohan. He also produced Cahaya Dari Timur: Beta Maluku. In 2013, he served as a coach for The Voice Indonesia... (wikipedia)",glennfredly
Gracie Abrams,4919588,https://i.scdn.co/image/ab6761610000e5ebf6d51e6f5342d2d363220920,"Gracie Madigan Abrams (; born September 7, 1999) is an American singer-songwriter. After signing with Interscope Records in 2019, she gained recognition after releasing her debut extended play, Minor (2020), and its follow-up, This Is What It Feels Like (2021), alongside various singles including ""I Miss You, I'm Sorry"". Abrams released her debut album, Good Riddance (2023), and was nominated for the Grammy Award for Best New Artist. She also performed as an opening act on Olivia Rodrigo's Sour... (wikipedia)",gracieabrams
Green Day,16324489,https://i.scdn.co/image/ab6761610000e5eb6ff0cd5ef2ecf733804984bb,"Green Day is an American rock band formed in Rodeo, California, in 1987 by lead vocalist and guitarist Billie Joe Armstrong and bassist and backing vocalist Mike Dirnt, with drummer Tré Cool joining in 1990. In 1994, their major-label debut Dookie, released through Reprise Records, became a breakout success and eventually shipped over 20 million copies in the U.S. Green Day has been credited with reigniting mainstream interest in punk rock.
Before taking its current name in 1989, the band was na... (wikipedia)",greenday
Guns N' Roses,33318346,https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c,"Guns N' Roses is an American hard rock band formed in Los Angeles, California in 1985 as a merger of local bands L.A. Guns and Hollywood Rose. When they signed to Geffen Records in 1986, the band's ""classic"" line-up consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler. The current line-up consists of Rose, Slash, McKagan, guitarist Richard Fortus, drummer Isaac Carpenter, and keyboardists Dizzy Reed and Melissa Reese... (wikipedia)",gunsn'roses
HIGHLIGHT,520230,https://i.scdn.co/image/ab6772690000c46c1c992627fe38d0b80de386f3,No Wikipedia page found for HIGHLIGHT... (wikipedia),highlight
Halsey,22010307,https://i.scdn.co/image/ab6761610000e5eb7f17140567e7df5799d5c3a9,Halsey may refer to:... (wikipedia),halsey
Harry Styles,33536224,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,"Harry Edward Styles (born 1 February 1994) is an English singer, songwriter, and actor. His showmanship, artistry, and flamboyant fashion have had a significant impact on popular culture.
Styles's musical career began in 2010 as part of One Direction, a boy band formed on the British music competition series The X Factor after each member of the band had been eliminated from the solo contest. They became one of the best-selling boy bands of all time before going on an indefinite hiatus in 2016... (wikipedia)",harrystyles
Hivi!,2436493,https://i.scdn.co/image/ab6761610000e5ebf1adf23044844371ae4d39bd,No Wikipedia page found for Hivi!... (wikipedia),hivi!
INFINITE,897771,https://i.scdn.co/image/ab6761610000e5eb19e168992b81fb703e261d6c,No Wikipedia page found for INFINITE... (wikipedia),infinite
ITZY,8273536,https://i.scdn.co/image/ab6761610000e5eb3448062884d4ad30473e964b,"Itzy (Korean: 있지; RR: Itji; Japanese: イッチ; stylized in all caps) is a South Korean girl group formed by JYP Entertainment. The group consists of five members: Yeji, Lia, Ryujin, Chaeryeong, and Yuna. Itzy is recognized for their ""teen crush"" concept and explore themes of independence and self-love in their music.
Itzy debuted on February 12, 2019, with the single album It'z Different and its commercially successful lead single ""Dalla Dalla"", which peaked at number two on the Circle Digital Chart... (wikipedia)",itzy
IVE,5347393,https://i.scdn.co/image/ab6761610000e5eb538dad5b42d963e338726c26,Ive or IVE may refer to:... (wikipedia),ive
Imagine Dragons,56699200,https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38,"Imagine Dragons are an American pop rock band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. They first gained exposure with the release of their single ""It's Time"", followed by their debut album Night Visions (2012), which resulted in the chart-topping singles ""Radioactive"" and ""Demons"". Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the... (wikipedia)",imaginedragons
Isyana Sarasvati,1602070,https://i.scdn.co/image/ab6761610000e5eb35d5edece407eef3927533cb,"Isyana Sarasvati (born 2 May 1980) is an Indonesian singer-songwriter and the founder of Redrose Records. She is a graduate of Singapore's Nanyang Academy of Fine Arts and London's Royal College of Music. Known for her original compositions, she wrote all of the songs on her 2015 debut pop album, Explore! and on her three subsequent albums, Paradox (2017), Lexicon (2019) and ISYANA (2023). She has also performed as an opera singer in Singapore. She is the recipient of numerous Indonesian and int... (wikipedia)",isyanasarasvati
Iwan Fals,5803060,https://i.scdn.co/image/ab6761610000e5eb579f65f66f96339a30aa4ddc,"Virgiawan Listanto or better known as Iwan Fals (born 3 September 1961) is an Indonesian singer, songwriter and guitarist of Javanese descent. In 2002, Time named him a Great Asian Hero... (wikipedia)",iwanfals
J Balvin,38041266,https://i.scdn.co/image/ab6761610000e5eb4a350b04a3f9bb77a30b004e,"José Álvaro Osorio Balvín (born 7 May 1985), known professionally as J Balvin, is a Colombian singer. He is one of the best-selling Latin artists, with 35 million records sold worldwide. Balvin was born in Medellín. At age 17, he moved to the United States to learn English, living in both Oklahoma and New York. He then returned to Medellín and gained popularity performing at clubs in the city. 
Throughout his career, Balvin has won eleven Billboard Latin Music Awards, six Latin Grammy Awards, fi... (wikipedia)",jbalvin
J-Rocks,631281,https://i.scdn.co/image/ab6761610000e5ebd27b42c8901b80c6809a7b66,"J-Rocks is an Indonesian rock band formed in 2002. It consists of Iman (lead vocals, rhythm guitar), Sony (lead guitar), Wima (bass guitar) and Anton (drums). Their music is heavily influenced by Japanese rock bands. J-Rocks fans are called J-Rockstars.
The band's name, ""J-Rocks"", comes from ""J"" representing their origin, Jakarta; and ""Rockstar"" because they wanted their fans to be called “Rockstars”... (wikipedia)",j-rocks
JENNIE,9335606,https://i.scdn.co/image/ab6761610000e5eba8e3627e392a1d8f539cb575,No Wikipedia page found for JENNIE... (wikipedia),jennie
Jason Derulo,12432465,https://i.scdn.co/image/ab6761610000e5eb62fa38af4bdc7322b2103493,"Jason Joel Desrouleaux (born September 21, 1989), known professionally as Jason Derulo (; formerly stylized as Derülo), is an American singer, songwriter and dancer. Since the start of his solo recording career in 2009, he has sold over 250 million singles worldwide and has achieved fourteen platinum singles in the US.
After contributing and writing songs for various artists, Derulo signed to recording label Beluga Heights, owned by record producer and industry veteran J. R. Rotem. After Beluga... (wikipedia)",jasonderulo
Jennifer Lopez,13487473,https://i.scdn.co/image/ab6761610000e5ebdc125248f01efbffd4efaaf4,"Jennifer Lynn Lopez (born July 24, 1969), also known by her nickname J.Lo, is an American singer, songwriter, actress, dancer and businesswoman. Lopez is regarded as one of the most influential entertainers of her time, credited with breaking barriers for Latino Americans in Hollywood and helping propel the Latin pop movement in music. She is also noted for her impact on popular culture through fashion, branding, and shifting mainstream beauty standards.
Lopez began her career as a dancer, makin... (wikipedia)",jenniferlopez
Jimin,9966927,https://i.scdn.co/image/ab6761610000e5ebcb08296cca5a2d197caabb79,"Park Ji-min (Korean: 박지민; born October 13, 1995), known mononymously as Jimin, is a South Korean singer, songwriter, and dancer. In 2013, he made his debut as a member of the South Korean boy band BTS, under the record label Big Hit Entertainment.
Jimin has released three solo tracks under BTS' name—""Lie"" in 2016, ""Serendipity"" in 2017, and ""Filter"" in 2020—all of which have charted on South Korea's Gaon Digital Chart. He released his first credited solo song, the digital track ""Promise"", which... (wikipedia)",jimin
Juicy Luicy,2352356,https://i.scdn.co/image/ab6761610000e5eb8a7372e657292fbcbde93caf,No Wikipedia page found for Juicy Luicy... (wikipedia),juicyluicy
Justin Bieber,81288771,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,"Justin Drew Bieber ( BEE-bər; born March 1, 1994) is a Canadian singer. Regarded as a pop icon, he is recognized for his multi-genre musical performances. He was discovered by record executive Scooter Braun in 2008 and subsequently brought to the United States by singer Usher, both of whom formed the record label RBMG Records to sign Bieber in October of that year. His debut extended play (EP), My World (2009), was met with international recognition and established him as a teen idol.
Bieber was... (wikipedia)",justinbieber
Justin Timberlake,15160149,https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e,"Justin Randall Timberlake (born January 31, 1981) is an American singer, songwriter, actor, record producer, and dancer. Dubbed the ""Prince of Pop"", Billboard honored him as the best performing male solo act on Pop Airplay and one of the Greatest Pop Stars of the 21st Century. Timberlake remains among the best-selling recording artists of all time, with sales of over 117 million records worldwide. His awards include ten Grammy Awards, four Primetime Emmy Awards, three Brit Awards, nine Billboard... (wikipedia)",justintimberlake
Karol G,3974,https://i.scdn.co/image/ab67616d0000b2733a40cf3fefd0d8c4427cd9ae,"Carolina Giraldo Navarro (born February 14, 1991), known professionally as Karol G, is a Colombian singer and songwriter. Considered as one of the most influential reggaeton and urban pop artists, she has received awards including a Grammy, six Latin Grammy Awards and five Billboard Music Awards. She was recognized as Woman of the Year and with a Rulebreaker Award at Billboard Women in Music, with the Spirit of Hope Award at the Billboard Latin Music Awards, and has eleven Guinness World Records... (wikipedia)",karolg
Katy Perry,36399962,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f,"Katheryn Elizabeth Hudson (born October 25, 1984), known professionally as Katy Perry, is an American singer, songwriter, and television personality. She is one of the best-selling music artists in history, having sold over 143 million records worldwide. Perry is known for her influence on pop music and her camp style, being dubbed the ""Queen of Camp"" by Vogue and Rolling Stone. The world's highest-paid female musician in 2015 and 2018, Billboard named her one of the greatest pop stars of the 21... (wikipedia)",katyperry
Kendrick Lamar,39248197,https://i.scdn.co/image/ab6761610000e5eb39ba6dcd4355c03de0b50918,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award.
Born in Compton, California, Lamar began releasing music under the stage name K.Dot while attending high school. He signed with Top Dawg Entertainment (TDE) in 2005 and co-founded the hip hop supergroup Bl... (wikipedia)",kendricklamar
Kerispatih,1611822,https://i.scdn.co/image/ab6761610000e5eb28ce4a28eaaf8324f80a9371,"Kerispatih is an Indonesian pop band. Founded in 2003, as of 2010 they have released five albums, three going platinum... (wikipedia)",kerispatih
Khalid,16650080,https://i.scdn.co/image/ab6761610000e5eb24ff450c42d4e36fb34a7631,"Khalid (variants include Khaled and Kalid; Arabic: خالد) is a popular Arabic male given name meaning ""eternal, everlasting, immortal"". It also appears as a surname... (wikipedia)",khalid
Kings of Leon,5611137,https://i.scdn.co/image/ab6761610000e5eb6fc940f2e99875ced9bafed0,"Kings of Leon is an American rock band formed in Mount Juliet, Tennessee, in 1999. The band includes brothers Caleb, Nathan, and Jared Followill and their cousin Matthew Followill.
The band's early music was a blend of Southern rock and garage rock with blues influences, but it has evolved throughout the years to include a variety of music genres and a more alternative rock-based sound. Kings of Leon achieved initial success in the United Kingdom with nine top 40 singles and two BRIT Awards in 2... (wikipedia)",kingsofleon
Kotak,1670654,https://i.scdn.co/image/ab6761610000e5eb37b28a343e86def22f70c44a,"Kotak may refer to:

Kotak (band), an Indonesian rock band
Kotak (surname), surname and people who bear it
Kotak Mahindra Bank, an Indian financial service firm
Kotak Securities, subsidiary of Kotak Mahindra Bank
Kotak, Iran (disambiguation)
Qal'eh-ye Kotak (Kotak Castle), a village in Iran
Kotak Bozorg (Greater Kotak), a village in Iran... (wikipedia)",kotak
LE SSERAFIM,6760126,https://i.scdn.co/image/ab6761610000e5ebd7d7064b17d00c6f8755eae6,"Le Sserafim ( lə SERR-ə-fim; Korean: 르세라핌; RR: Reu Serapim; stylized in all caps) is a South Korean girl group formed by Source Music, a sub-label of Hybe. The group consists of five members: Sakura, Kim Chaewon, Huh Yunjin, Kazuha, and Hong Eunchae. Originally a sextet ensemble, member Kim Garam departed from the group in July 2022.
Le Sserafim debuted on May 2, 2022, with the extended play Fearless. It was followed in October with their second extended play, Antifragile, which became the group... (wikipedia)",lesserafim
Labrinth,3471073,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,"Timothy Lee McKenzie (born 4 January 1989), better known by his stage name Labrinth, is an English singer, songwriter, rapper, and record producer. Labrinth signed as a recording artist with Simon Cowell's record label Syco Music in 2010, initially collaborating with the English rapper Tinie Tempah. He appeared as a featured artist: uncredited on the single ""Pass Out"", but later officially on ""Frisky""; then he released his first solo single, ""Let the Sun Shine"" in September. All three songs peak... (wikipedia)",labrinth
Lady Gaga,35807371,https://i.scdn.co/image/ab6761610000e5ebaadc18cac8d48124357c38e6,"Stefani Joanne Angelina Germanotta (born March 28, 1986), known professionally as Lady Gaga, is an American singer, songwriter, and actress. Known for her image reinventions and versatility across the entertainment industry, she is an influential figure in popular music.
After signing with Interscope Records in 2007, Gaga achieved global recognition with her debut album, The Fame (2008), and its reissue The Fame Monster (2009). The project scored a string of successful singles, including ""Just D... (wikipedia)",ladygaga
Last Child,11494785,https://i.scdn.co/image/ab6761610000e5ebe5ed44efe1bf8d5f56fc78cd,"""Last Child"" is a song by American rock band Aerosmith. It was written by Steven Tyler and Brad Whitford and released as the first single from the album Rocks in 1976. It peaked at number 21 on the Billboard Hot 100, one of a string of hits for the band in the mid-1970s... (wikipedia)",lastchild
Linkin Park,29181146,https://i.scdn.co/image/ab6761610000e5ebc7e6bd9e65eab62a53355576,"Linkin Park is an American rock band formed in Agoura Hills, California, in 1996. The band's current lineup consists of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, DJ/turntablist Joe Hahn, bassist Dave Farrell, vocalist Emily Armstrong, and drummer Colin Brittain. The lineup for the band's first seven studio albums included lead vocalist Chester Bennington and drummer Rob Bourdon until Bennington's suicide in July 2017, which caused the band to enter an indefi... (wikipedia)",linkinpark
Luis Fonsi,10793575,https://i.scdn.co/image/ab6761610000e5eb2620d7e19f51d9c4b7e853ce,"Luis Alfonso Rodríguez López-Cepero (born April 15, 1978), known by his stage name Luis Fonsi (Spanish pronunciation: [ˈlwis ˈfonsi]), is a Puerto Rican singer. He is known for his soulful and dance oriented songs, most notably 2017's ""Despacito"".
Fonsi received his first Latin Grammy Award nominations in the Record of the Year category and won Song of the Year thanks to the song ""Aquí Estoy Yo"". The song also won three Billboard Latin Music Awards. ""Despacito"" became Fonsi's biggest success, wi... (wikipedia)",luisfonsi
Lyodra,6507896,https://i.scdn.co/image/ab6761610000e5eb57371565e006b10a40d41025,"Lyodra Margareta Ginting (Indonesian pronunciation: [liˈjodra marɡaˈrɛta ˈɡintɪŋ]  lee-yoh-drah; born 21 June 2003), known mononymously as Lyodra, is an Indonesian singer and actress. She was the winner of the A3 category (aged 13–15 years) at the 2017 Sanremo Junior children's international solo singing competition in Sanremo, Italy, and the winner of the tenth season of Indonesian Idol. In both competitions, Lyodra practiced the use of the whistle register, which is the highest range of the hu... (wikipedia)",lyodra
MALIQ & D'Essentials,1403641,https://i.scdn.co/image/ab6761610000e5eb3ca5bba1b31ac4939d85fedc,No Wikipedia page found for MALIQ & D'Essentials... (wikipedia),maliq&d'essentials
MONSTA X,5177925,https://i.scdn.co/image/ab6761610000e5eb3806dc272074141b5f4ae00d,No Wikipedia page found for MONSTA X... (wikipedia),monstax
Madonna,8421571,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,"Madonna Louise Ciccone ( chih-KOH-nee; born August 16, 1958) is an American singer, songwriter, record producer, and actress. Referred to as the ""Queen of Pop"", she has been recognized for her continual reinvention and versatility in music production, songwriting and visual presentation. Madonna's works, which incorporate social, political, sexual, and religious themes, have generated both controversy and critical acclaim. A cultural icon spanning both the 20th and 21st centuries, Madonna has be... (wikipedia)",madonna
Mahalini,16522832,https://i.scdn.co/image/ab6761610000e5eb78f6113f97f95c2823030a7b,"Ni Luh Ketut Mahalini Ayu Raharja (Balinese: ᬦᬶᬮᬸᬄᬓᭂᬢᬸᬢ᭄ᬫᬳᬮᬶᬦᬶᬅᬬᬸᬭᬳᬃᬚ; born March 4, 2000) is an Indonesian singer and actress. She is known for placing fifth on the tenth season of Indonesian Idol in 2020.
Mahalini is one of the Indonesian artists with the most monthly listeners on Spotify, 10.3 million in early June 2023 (the highest after Rich Brian and Niki). She also has four songs with over 100 million streams on the platform, namely ""Melawan Restu"", ""Sisa Rasa"", ""Kisah Sempurna"", and ""Sia... (wikipedia)",mahalini
Maluma,36288154,https://i.scdn.co/image/ab6761610000e5eba9bc74fbec09e03f06cddf44,"Juan Luis Londoño Arias (born 28 January 1994), known professionally as Maluma, is a Colombian singer. Born and raised in Medellín, he developed an interest in music at a young age, recording songs since age sixteen. Arias released his debut album, Magia, a year later in 2012. But, his breakthrough album was 2015's Pretty Boy, Dirty Boy, which led to successful collaborations with many artists. He released F.A.M.E. in 2018, another commercial success. He followed it with 11:11 in 2019, and Papi... (wikipedia)",maluma
Mariah Carey,11196651,https://i.scdn.co/image/ab6761610000e5eb35c3eff5d73f7e20ba3c9a2e,"Mariah Carey (  mə-RY-ə;: 0:01  born March 27, 1969) is an American singer-songwriter, record producer, and actress. Dubbed the ""Songbird Supreme"" by Guinness World Records, Carey is known for her five-octave vocal range, melismatic singing style, signature use of the whistle register, and diva persona. An influential figure in music, she was ranked as the fifth greatest singer of all time by Rolling Stone in 2023.
Carey rose to fame in 1990 with her self-titled debut album and became the only a... (wikipedia)",mariahcarey
Maroon 5,44345466,https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77,"Maroon 5 is an American pop rock band from Los Angeles, California. It consists of lead vocalist and rhythm guitarist Adam Levine, rhythm guitarist and keyboardist Jesse Carmichael, lead guitarist James Valentine, drummer Matt Flynn, keyboardist PJ Morton, and bassist Sam Farrar. Original members Levine, Carmichael, bassist Mickey Madden, and drummer Ryan Dusick first came together as Kara's Flowers in 1994, while they were in high school. 
After self-releasing their independent album We Like Di... (wikipedia)",maroon5
Maudy Ayunda,1958273,https://i.scdn.co/image/ab6761610000e5eb56698be71209abdf422a7848,"Ayunda Faza Maudya, commonly known as Maudy Ayunda (born 19 December 1994) is an Indonesian actress, singer-songwriter, entrepreneur and author.
Ayunda made her debut in the entertainment industry through the film ""Untuk Rena"" in 2005. After finding success as a child actress, Maudy gained further recognition for her female lead roles in ""Perahu Kertas"" (2022), ""Refrain"" (2013), and ""Habibie & Ainun 3"" (2019).
In addition to her acting career, Ayunda also maintains a musical career. She released... (wikipedia)",maudyayunda
Meghan Trainor,15656359,https://i.scdn.co/image/ab6761610000e5eb365984489dac7a79eac204e3,"Meghan Elizabeth Trainor (born December 22, 1993) is an American singer-songwriter and television personality. She rose to prominence after signing with Epic Records in 2014 and releasing her debut single ""All About That Bass"", which reached number one on the U.S. Billboard Hot 100 chart and sold 11 million copies worldwide. Trainor has released six studio albums with the label and has received various accolades, including a Grammy Award, four ASCAP Pop Music Awards, and two Billboard Music Awar... (wikipedia)",meghantrainor
Melly Goeslaw,1443826,https://i.scdn.co/image/ab6761610000e5eb92e8b7d478b17586c9329a60,"Melliana Cessy Goeslaw (born 7 January 1974) is an Indonesian singer, songwriter, politician, and actress.
Born in Bandung, Melly Goeslaw began singing in the fifth grade, then began writing songs and took work as a backing vocalist for Elfa Secioria in high school. This led to her family and her moving to Jakarta to further her career. While providing backing vocals for Katon Bagaskara's promotional tour, she met Anto Hoed and Andi Ayunir. After marrying Hoed, the three formed the band Potret i... (wikipedia)",mellygoeslaw
Metallica,30167815,https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44,"Metallica is an American heavy metal band. It was formed in Los Angeles in 1981 by vocalist and guitarist James Hetfield and drummer Lars Ulrich, and has been based in San Francisco for most of its career. The band's fast tempos, instrumentals and aggressive musicianship made them one of the founding ""big four"" bands of thrash metal, alongside Megadeth, Anthrax and Slayer. Metallica's current lineup comprises founding members and primary songwriters Hetfield and Ulrich, longtime lead guitarist K... (wikipedia)",metallica
Michael Jackson,35018838,https://i.scdn.co/image/ab6761610000e5eb997cc9a4aec335d46c9481fd,"Michael Joseph Jackson (August 29, 1958 – June 25, 2009) was an American singer, songwriter, dancer, and philanthropist. Dubbed the ""King of Pop"", he is regarded as one of the most culturally significant figures of the 20th century. Over a four-decade career, his music achievements broke racial barriers in America and made him a dominant figure across the world. Through songs, stages, and fashion, he proliferated visual performance for artists in popular music; popularizing street dance moves in... (wikipedia)",michaeljackson
Miley Cyrus,25690353,https://i.scdn.co/image/ab6761610000e5ebe73dc6aa2598689da2e9476c,"Miley Ray Cyrus ( MY-lee SY-rəs, born Destiny Hope Cyrus; November 23, 1992) is an American singer, songwriter, and actress. Regarded as a pop icon, Cyrus has been recognized for her evolving artistry and image reinventions. She is a daughter of singer Billy Ray Cyrus, and deemed one of the few examples of a child star with a successful entertainment career as an adult. Cyrus emerged as a teen idol as the title character in the Disney Channel television series Hannah Montana (2006–2011), which e... (wikipedia)",mileycyrus
Muse,8187728,https://i.scdn.co/image/ab6761610000e5eb0accbbe13e1aa147dd27671c,"In ancient Greek religion and mythology, the Muses (Ancient Greek: Μοῦσαι, romanized: Moûsai, Greek: Μούσες, romanized: Múses) were the inspirational goddesses of literature, science, and the arts. They were considered the source of the knowledge embodied in the poetry, lyric songs, and myths that were related orally for centuries in ancient Greek culture.
The number and names of the Muses differed by region, but from the Classical period the number of Muses was standardized to nine, and their n... (wikipedia)",muse
My Chemical Romance,9535053,https://i.scdn.co/image/ab6761610000e5eb9c00ad0308287b38b8fdabc2,"My Chemical Romance is an American rock band from New Jersey. The band's current lineup consists of lead vocalist Gerard Way, lead guitarist Ray Toro, rhythm guitarist Frank Iero, and bassist Mikey Way. They are considered one of the most influential rock groups of the 2000s and a major act in the pop-punk and emo genres, despite the band rejecting the latter label.
Formed in September 2001 by Gerard, Mikey, Toro, and drummer Matt Pelissier (and later joined by Iero), the band signed with Eyebal... (wikipedia)",mychemicalromance
